id,novelId,chapterOrder,text,category,source,createdAt
cmr32blag0b4rv16z68lv6iiw,cmr23pgks000fv16zpwg1ms38,18,第18章已完成：阿条完成从“绝望等待”到“主动切断期待”的心理动作，性格上建立情感防御。,completed,auto,2026-07-02T05:27:11.752+00:00
cmr32blag0b4sv16zqudsok78,cmr23pgks000fv16zpwg1ms38,18,第18章已完成：关系从一方冷漠回避、一方痛苦等待，正式转为双方互相猜疑拉扯的僵局。,completed,auto,2026-07-02T05:27:11.752+00:00
cmr32blag0b4tv16zfsabn5hi,cmr23pgks000fv16zpwg1ms38,18,第18章已完成：明确铺垫明日项目合作带来的暴露危险，让读者感知到压迫感升级。,completed,auto,2026-07-02T05:27:11.752+00:00
cmr32hs6f0b5tv16zypsln4jt,cmr23pgks000fv16zpwg1ms38,18,阿条在备忘录中新增记录：「不再期待回应」,completed,auto,2026-07-02T05:32:00.614+00:00
cmr32hs6f0b5uv16zd5ne32lt,cmr23pgks000fv16zpwg1ms38,18,王总邮件要求演示组与数据组每日同步进度，明早9点第一次进度对齐会,revealed,auto,2026-07-02T05:32:00.614+00:00
cmr32hs6f0b5vv16z1vro03tl,cmr23pgks000fv16zpwg1ms38,18,阿力发给阿条的两条消息被阿条已读但未回复，已读状态对阿力可见,completed,auto,2026-07-02T05:32:00.614+00:00
cmr32ortv0b7cv16zz0abx0pq,cmr23pgks000fv16zpwg1ms38,19,第19章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T05:37:26.755+00:00
cmr32ortw0b7dv16z7q2fc4eq,cmr23pgks000fv16zpwg1ms38,19,第19章已完成：阿条从被动冷战转为主动试探，但遭遇阿力回避，信任进一步破裂。,completed,auto,2026-07-02T05:37:26.755+00:00
cmr32ortw0b7ev16zczu6jtp4,cmr23pgks000fv16zpwg1ms38,19,第19章已完成：茶水间单一事件中完成从伪装的轻松到失望、决绝、冰冷收场的情绪弧。,completed,auto,2026-07-02T05:37:26.755+00:00
cmr32ortw0b7fv16z2s5oegxh,cmr23pgks000fv16zpwg1ms38,19,第19章已完成：关系模式从表面和谐彻底转为猜疑拉扯，为后续强制合作铺垫张力。,completed,auto,2026-07-02T05:37:26.755+00:00
cmr32rvrf0b8fv16zdvfgm9tb,cmr23pgks000fv16zpwg1ms38,19,阿力对昨天消息的解释是“没什么意思，就是问问你有没有空”,revealed,auto,2026-07-02T05:39:51.819+00:00
cmr32rvrf0b8gv16z7y2lxo1m,cmr23pgks000fv16zpwg1ms38,19,阿力八点四十回复确认邮件，卡在阿条到公司之后,revealed,auto,2026-07-02T05:39:51.819+00:00
cmr32rvrf0b8hv16zf1b5ejpr,cmr23pgks000fv16zpwg1ms38,19,王总要求数据组下班前重新跑留存口径，阿条负责执行,state_changed,auto,2026-07-02T05:39:51.819+00:00
cmr32rvrf0b8iv16zbq55llx0,cmr23pgks000fv16zpwg1ms38,19,阿条在笔记本写下“别再试了”，正式放弃试探,state_changed,auto,2026-07-02T05:39:51.819+00:00
cmr32yfl60b9rv16zxf5ulffp,cmr23pgks000fv16zpwg1ms38,20,第20章已完成：阿条 goal changed,completed,auto,2026-07-02T05:44:57.450+00:00
cmr32yfl60b9sv16z8pfrch1d,cmr23pgks000fv16zpwg1ms38,20,第20章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T05:44:57.450+00:00
cmr32yfl60b9tv16z51dwn264,cmr23pgks000fv16zpwg1ms38,20,第20章已完成：阿力在晨会上表面配合实则划界，展现表演式合作，阿条内心警觉。,completed,auto,2026-07-02T05:44:57.450+00:00
cmr32yfl60b9uv16zicti1sqe,cmr23pgks000fv16zpwg1ms38,20,第20章已完成：阿条尝试私下沟通被阿力用流程和忙碌拒绝，语气公事公事，提及‘避免误会’。,completed,auto,2026-07-02T05:44:57.450+00:00
cmr32yfl60b9vv16zqarqf302,cmr23pgks000fv16zpwg1ms38,20,第20章已完成：两人在项目中比陌生人更疏远，零交流与公文往来加深距离感。,completed,auto,2026-07-02T05:44:57.450+00:00
cmr331fe60bazv16z13mu75t6,cmr23pgks000fv16zpwg1ms38,20,王总要求数据组与演示组每日进度同步，阿条与阿力定在午休前11:30-12:00。,completed,auto,2026-07-02T05:47:17.166+00:00
cmr331fe60bb0v16zdg2wq4xh,cmr23pgks000fv16zpwg1ms38,20,阿力提出所有需求变更、数据口径调整等必须通过邮件确认，抄送王总，办公通讯只做即时通知。,completed,auto,2026-07-02T05:47:17.166+00:00
cmr331fe60bb1v16zmr2tmz8t,cmr23pgks000fv16zpwg1ms38,20,王总通知本周六加班，演示组周六前完成初版，数据组周五前完成口径校准。,completed,auto,2026-07-02T05:47:17.166+00:00
cmr331fe60bb2v16ze9xei2pj,cmr23pgks000fv16zpwg1ms38,20,阿条向陈默要求周日聚会提前到。,completed,auto,2026-07-02T05:47:17.166+00:00
cmr33aw8w0bdgv16zjefs0ihk,cmr23pgks000fv16zpwg1ms38,21,阿条在笔记本上写下“别再问了”,state_changed,auto,2026-07-02T05:54:38.911+00:00
cmr33aw8w0bdhv16zjanghj61,cmr23pgks000fv16zpwg1ms38,21,阿条在手机备忘录添加“从现在开始，我不问了。他说他的，我做我的。”,state_changed,auto,2026-07-02T05:54:38.911+00:00
cmr33aw8w0bdiv16znx477buo,cmr23pgks000fv16zpwg1ms38,21,陈默消息确定聚会时间为周日五点半，已定包厢,completed,auto,2026-07-02T05:54:38.911+00:00
cmr33aw8w0bdjv16z6puijy1w,cmr23pgks000fv16zpwg1ms38,21,事件发生时间晚上9:47，阿条回到工位时留存数据报表显示,revealed,auto,2026-07-02T05:54:38.911+00:00
cmr33ia3x0bfjv16zk6wtfdnm,cmr23pgks000fv16zpwg1ms38,22,第22章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T06:00:23.469+00:00
cmr33ia3x0bfkv16zppjk6gzk,cmr23pgks000fv16zpwg1ms38,22,第22章已完成：阿条通过“若若”短信和试探获得明确怀疑证据,completed,auto,2026-07-02T06:00:23.469+00:00
cmr33ia3x0bflv16z9y67702u,cmr23pgks000fv16zpwg1ms38,22,第22章已完成：阿条首次采取主动调查行动，完成从被动忍耐到暗中刺探的关键转折,completed,auto,2026-07-02T06:00:23.469+00:00
cmr33ia3x0bfmv16z05lvhgn1,cmr23pgks000fv16zpwg1ms38,22,第22章已完成：试探刺破阿力的掩饰，信任裂痕加剧,completed,auto,2026-07-02T06:00:23.469+00:00
cmr33lp040bgmv16zun48tw6w,cmr23pgks000fv16zpwg1ms38,22,阿条在电梯看到阿力手机消息备注名“若若”，预览“晚上方便吗？”,revealed,auto,2026-07-02T06:03:02.739+00:00
cmr33lp040bgnv16z96zcbj69,cmr23pgks000fv16zpwg1ms38,22,阿条在团建午餐时再次看到消息备注“若若”，预览“今天真的不——”,revealed,auto,2026-07-02T06:03:02.739+00:00
cmr33lp040bgov16z39rrnkr2,cmr23pgks000fv16zpwg1ms38,22,阿条撞见阿力打电话说“不行，今天不行”“别再发消息过来了”,revealed,auto,2026-07-02T06:03:02.739+00:00
cmr33lp040bgpv16ztpzj7gt1,cmr23pgks000fv16zpwg1ms38,22,阿条将阿力微信备注名从“若若”改回本名,state_changed,auto,2026-07-02T06:03:02.739+00:00
cmr33lp040bgqv16zy8dfhy1o,cmr23pgks000fv16zpwg1ms38,22,阿条查询阿力手机号归属地为浙江杭州中国移动，并截图保存,completed,auto,2026-07-02T06:03:02.739+00:00
cmr33lp040bgrv16zn6nw9j36,cmr23pgks000fv16zpwg1ms38,22,阿条通过手机号搜索微信，得账号“Ruo”，头像夜景，朋友圈仅三天可见,revealed,auto,2026-07-02T06:03:02.739+00:00
cmr33lp040bgsv16z9lknhzhw,cmr23pgks000fv16zpwg1ms38,22,周六全员团建九溪徒步，小菲分发安排表，计入考勤,completed,auto,2026-07-02T06:03:02.739+00:00
cmr33pmvd0bhzv16znk3ur3wn,cmr23pgks000fv16zpwg1ms38,23,第23章已完成：阿条 goal changed,completed,auto,2026-07-02T06:06:06.600+00:00
cmr33pmvd0bi0v16zc2yoydvs,cmr23pgks000fv16zpwg1ms38,23,第23章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T06:06:06.600+00:00
cmr33pmvd0bi1v16ztyb4odni,cmr23pgks000fv16zpwg1ms38,23,第23章已完成：阿条发现并辨认手写号码，完成从怀疑到确认的暗查动作。,completed,auto,2026-07-02T06:06:06.600+00:00
cmr33pmvd0bi2v16zlp5836rb,cmr23pgks000fv16zpwg1ms38,23,第23章已完成：阿条当面试探阿力，迫使对方撒谎露出破绽。,completed,auto,2026-07-02T06:06:06.600+00:00
cmr33pmvd0bi3v16z7csrldph,cmr23pgks000fv16zpwg1ms38,23,第23章已完成：阿条当着阿力面存下号码，将私下调查转为公开宣示证据收集。,completed,auto,2026-07-02T06:06:06.600+00:00
cmr33u1s70bj3v16zxq5c5jt2,cmr23pgks000fv16zpwg1ms38,23,阿力在团建安排表紧急联系人栏手写了自己的手机号码。,completed,auto,2026-07-02T06:09:32.550+00:00
cmr33u1s70bj4v16zi1tio9vk,cmr23pgks000fv16zpwg1ms38,23,阿条当着阿力面新建联系人仅存号码，姓名为空。,completed,auto,2026-07-02T06:09:32.550+00:00
cmr33u1s70bj5v16zmhr05jks,cmr23pgks000fv16zpwg1ms38,23,阿条在手机备忘录中写下“是他写的”，确认笔迹。,completed,auto,2026-07-02T06:09:32.550+00:00
cmr33u1s70bj6v16zs84f4wg2,cmr23pgks000fv16zpwg1ms38,23,李晴在城西银泰二楼奶茶店旁看到阿力与一戴白色鸭舌帽的长发女生。,revealed,auto,2026-07-02T06:09:32.550+00:00
cmr33u1s70bj7v16zw1hmxr3b,cmr23pgks000fv16zpwg1ms38,23,阿条保存有手写号码的团建安排表作为证据。,completed,auto,2026-07-02T06:09:32.550+00:00
cmr343u9r0blhv16z0xxrj4ao,cmr23pgks000fv16zpwg1ms38,24,在天台对峙中，阿力声称自己昨天下午在家，否认去过城西银泰。,revealed,auto,2026-07-02T06:17:09.375+00:00
cmr343u9r0bliv16zl5v1ru8a,cmr23pgks000fv16zpwg1ms38,24,阿条对阿力宣布将把所有与他有关的东西留档。,state_changed,auto,2026-07-02T06:17:09.375+00:00
cmr343u9r0bljv16zeg8idcgh,cmr23pgks000fv16zpwg1ms38,24,阿条将阿力的微信备注名从空白改为“阿力”。,completed,auto,2026-07-02T06:17:09.375+00:00
cmr34894l0bn0v16zistdjalk,cmr23pgks000fv16zpwg1ms38,25,第25章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T06:20:35.253+00:00
cmr34894l0bn1v16zxwqqw9fk,cmr23pgks000fv16zpwg1ms38,25,第25章已完成：让阿条通过起身换座、平静回应小菲等公开言行，完成从被动忍受到主动划清界限的转折。,completed,auto,2026-07-02T06:20:35.253+00:00
cmr34894l0bn2v16z50jw3fdv,cmr23pgks000fv16zpwg1ms38,25,第25章已完成：让阿力在同事面前露出难堪与僵硬，使其无法再维持表面和谐假象。,completed,auto,2026-07-02T06:20:35.253+00:00
cmr34894l0bn3v16z0q82rjfi,cmr23pgks000fv16zpwg1ms38,25,第25章已完成：让同事明确感知到两人关系破裂，为后续职场议论或站队埋下伏笔。,completed,auto,2026-07-02T06:20:35.253+00:00
cmr34894l0bn4v16z4g6uev1q,cmr23pgks000fv16zpwg1ms38,25,第25章已完成：推进阿条内心从“受伤者”到“反击者”的转变，并在此过程中获得短暂主导感。,completed,auto,2026-07-02T06:20:35.253+00:00
cmr34c3k00bo2v16zjlxcxyba,cmr23pgks000fv16zpwg1ms38,25,阿条在聚餐中收到阿力微信消息“今天——”，未点开。,completed,auto,2026-07-02T06:23:34.656+00:00
cmr34c3k00bo3v16z4zmsr622,cmr23pgks000fv16zpwg1ms38,25,阿条从李晴旁边换座至王总和小菲之间。,completed,auto,2026-07-02T06:23:34.656+00:00
cmr34c3k00bo4v16zenndn3ku,cmr23pgks000fv16zpwg1ms38,25,阿条主动向王总声明数据组周四前同步口径并抄送。,completed,auto,2026-07-02T06:23:34.656+00:00
cmr34c3k00bo5v16z1bguo6ku,cmr23pgks000fv16zpwg1ms38,25,阿条左手腕红绳手链线头比上周松了一点。,state_changed,auto,2026-07-02T06:23:34.656+00:00
cmr34c3k00bo6v16za36gzcjo,cmr23pgks000fv16zpwg1ms38,25,阿力在聚餐结束后独自站在包厢门口未离开。,completed,auto,2026-07-02T06:23:34.656+00:00
cmr34h31r0bpqv16z2y8c4q5p,cmr23pgks000fv16zpwg1ms38,26,第26章已完成：阿力 goal changed,completed,auto,2026-07-02T06:27:27.278+00:00
cmr34h31r0bprv16zj6yfaeeu,cmr23pgks000fv16zpwg1ms38,26,第26章已完成：阿条 goal changed,completed,auto,2026-07-02T06:27:27.278+00:00
cmr34h31r0bpsv16zlrgz3oz1,cmr23pgks000fv16zpwg1ms38,26,第26章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T06:27:27.278+00:00
cmr34h31r0bptv16z88i0wq2e,cmr23pgks000fv16zpwg1ms38,26,第26章已完成：周五协调会上阿条当众驳回阿力方案，将私人敌对公开化。,completed,auto,2026-07-02T06:27:27.278+00:00
cmr34h31r0bpuv16zn0xf4wd0,cmr23pgks000fv16zpwg1ms38,26,第26章已完成：空会议室内争吵升级至阿力砸桌，阿条以冷笑说出一直憋在心头的宣判。,completed,auto,2026-07-02T06:27:27.278+00:00
cmr34l3c90bquv16z86ji972n,cmr23pgks000fv16zpwg1ms38,26,阿条在协调会上指出阿力演示方案使用模拟数据，要求用真实脱敏数据。,completed,auto,2026-07-02T06:30:34.281+00:00
cmr34l3c90bqvv16z25zo0ldd,cmr23pgks000fv16zpwg1ms38,26,阿条在会议室揭露阿力城西银泰的谎言，并称“李晴在城西银泰看到了你”。,revealed,auto,2026-07-02T06:30:34.281+00:00
cmr34l3c90bqwv16zxisk60tv,cmr23pgks000fv16zpwg1ms38,26,阿条对阿力说“我从来就没信过你”，并宣布“从下周一开始，我们是陌生人”。,state_changed,auto,2026-07-02T06:30:34.281+00:00
cmr34l3c90bqxv16z4e47bw2j,cmr23pgks000fv16zpwg1ms38,26,阿力挥臂将方案打印件扫飞，撞倒笔槽，马克笔散落一地。,state_changed,auto,2026-07-02T06:30:34.281+00:00
cmr34l3c90bqyv16zdy77ycf4,cmr23pgks000fv16zpwg1ms38,26,李晴和小菲在会议室外听到争吵，明显感知裂痕。,revealed,auto,2026-07-02T06:30:34.281+00:00
cmr34l3c90bqzv16zi09kbeyo,cmr23pgks000fv16zpwg1ms38,26,阿条下班时红绳手链断裂，银坠磕在桌面，她未捡，留在黑暗工位。,state_changed,auto,2026-07-02T06:30:34.281+00:00
cmr34l3c90br0v16zfkknn41d,cmr23pgks000fv16zpwg1ms38,26,阿条未回复陈默关于周六聚会包厢的确认消息。,completed,auto,2026-07-02T06:30:34.281+00:00
cmr34r0lx0bs7v16z6fjqmxjd,cmr23pgks000fv16zpwg1ms38,27,第27章已完成：阿力 goal changed,completed,auto,2026-07-02T06:35:10.677+00:00
cmr34r0lx0bs8v16zu9ijz175,cmr23pgks000fv16zpwg1ms38,27,第27章已完成：阿条 goal changed,completed,auto,2026-07-02T06:35:10.677+00:00
cmr34r0lx0bs9v16z1qeobsxs,cmr23pgks000fv16zpwg1ms38,27,第27章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T06:35:10.677+00:00
cmr34r0lx0bsav16zr2dohr8i,cmr23pgks000fv16zpwg1ms38,27,第27章已完成：阿条完成从‘我们’到‘我’的心理分离，内心不再波动。,completed,auto,2026-07-02T06:35:10.677+00:00
cmr34r0lx0bsbv16zqj6r88nd,cmr23pgks000fv16zpwg1ms38,27,第27章已完成：通过座位选择、同事试探、擦肩无视，让公共僵局明确化，同事们默认两人关系冰冻。,completed,auto,2026-07-02T06:35:10.677+00:00
cmr34uhug0btfv16zjmkl6q8p,cmr23pgks000fv16zpwg1ms38,27,阿条将抽屉中所有草莓糖纸丢弃，一张未留。,completed,auto,2026-07-02T06:37:52.984+00:00
cmr34uhug0btgv16zqnqjab4d,cmr23pgks000fv16zpwg1ms38,27,阿条左手腕红绳已断裂且未捡，手腕为空。,state_changed,auto,2026-07-02T06:37:52.984+00:00
cmr34uhug0bthv16zzph2lr7f,cmr23pgks000fv16zpwg1ms38,27,阿条在溪边明确心理分离：'从现在开始，我是我。',revealed,auto,2026-07-02T06:37:52.984+00:00
cmr34uhuh0btiv16zjkjzoxys,cmr23pgks000fv16zpwg1ms38,27,陈默聚会地点为湖滨烤肉店，包厢名'清风'，时间五点半。,revealed,auto,2026-07-02T06:37:52.984+00:00
cmr34uhuh0btjv16zarohu5lc,cmr23pgks000fv16zpwg1ms38,27,王总要求阿力周五下午提交演示初版，并警告上次数据口径问题。,revealed,auto,2026-07-02T06:37:52.984+00:00
cmr34uhuh0btkv16zgqi5iir0,cmr23pgks000fv16zpwg1ms38,27,公司团建中，阿条与阿力全程无直接交流，座位、用餐均分隔。,completed,auto,2026-07-02T06:37:52.984+00:00
cmr357nfh0bwiv16z3nxkjbtk,cmr23pgks000fv16zpwg1ms38,29,第29章已完成：plot/obligation_gap,completed,auto,2026-07-02T06:48:06.749+00:00
cmr357nfh0bwjv16zr0x0ft3e,cmr23pgks000fv16zpwg1ms38,29,第29章已完成：plot/mission_misalignment,completed,auto,2026-07-02T06:48:06.749+00:00
cmr357nfh0bwkv16zxug5mmdq,cmr23pgks000fv16zpwg1ms38,29,第29章已完成：character/missing_required_appearances,completed,auto,2026-07-02T06:48:06.749+00:00
cmr357nfh0bwlv16zq1vmq6l2,cmr23pgks000fv16zpwg1ms38,29,第29章已完成：阿条以幽会信物为由约出阿力，实际为对峙,completed,auto,2026-07-02T06:48:06.749+00:00
cmr357nfh0bwmv16zqckad3lj,cmr23pgks000fv16zpwg1ms38,29,第29章已完成：阿条明确要求查看阿力备用手机，阿力强硬拒绝,completed,auto,2026-07-02T06:48:06.749+00:00
cmr35ayol0bxov16zhy7whdwf,cmr23pgks000fv16zpwg1ms38,29,阿条在木栈道摔碎巧克力盒，红绳银坠子掉入木板缝隙,state_changed,auto,2026-07-02T06:50:41.301+00:00
cmr35ayom0bxpv16z05vxtjbx,cmr23pgks000fv16zpwg1ms38,29,阿力承认有备用手机但以隐私为由拒绝展示,revealed,auto,2026-07-02T06:50:41.301+00:00
cmr35ayom0bxqv16z1fovxmqv,cmr23pgks000fv16zpwg1ms38,29,阿条宣布从下周一起两人为真正的陌生人,revealed,auto,2026-07-02T06:50:41.301+00:00
cmr35ayom0bxrv16zcd16phdd,cmr23pgks000fv16zpwg1ms38,29,阿条收到若若微信消息：“今天下午三点有空吗？”,revealed,auto,2026-07-02T06:50:41.301+00:00
cmr35fv770bz9v16zxi0ir7py,cmr23pgks000fv16zpwg1ms38,30,第30章已完成：阿力 goal changed,completed,auto,2026-07-02T06:54:30.066+00:00
cmr35fv770bzav16z4suul2l0,cmr23pgks000fv16zpwg1ms38,30,第30章已完成：阿条 goal changed,completed,auto,2026-07-02T06:54:30.066+00:00
cmr35fv770bzbv16zpf0ujjpi,cmr23pgks000fv16zpwg1ms38,30,第30章已完成：plot/obligation_gap,completed,auto,2026-07-02T06:54:30.066+00:00
cmr35fv770bzcv16zkwh2wmdr,cmr23pgks000fv16zpwg1ms38,30,第30章已完成：阿条逐张删除手机中与阿力的合影,completed,auto,2026-07-02T06:54:30.066+00:00
cmr35fv770bzdv16zprapfi2o,cmr23pgks000fv16zpwg1ms38,30,第30章已完成：阿条清空与阿力的全部聊天记录,completed,auto,2026-07-02T06:54:30.066+00:00
cmr35nukx0c0jv16z19mjmmu5,cmr23pgks000fv16zpwg1ms38,30,阿条删除了手机中所有与阿力的照片和聊天记录。,completed,auto,2026-07-02T07:00:42.512+00:00
cmr35nukx0c0kv16zoz664pfm,cmr23pgks000fv16zpwg1ms38,30,阿条从通讯录中删除阿力的号码。,completed,auto,2026-07-02T07:00:42.512+00:00
cmr35nukx0c0lv16zq9auzffr,cmr23pgks000fv16zpwg1ms38,30,阿条在备忘录中写下“已删”。,completed,auto,2026-07-02T07:00:42.512+00:00
cmr35nukx0c0mv16zp7bopsa9,cmr23pgks000fv16zpwg1ms38,30,阿条向若若发送消息：“团建结束，我们该把自己拆干净了。”,completed,auto,2026-07-02T07:00:42.512+00:00
cmr35nukx0c0nv16zs3hbihjb,cmr23pgks000fv16zpwg1ms38,30,阿条确认陈默聚会包厢号为“清风，五点半”。,completed,auto,2026-07-02T07:00:42.512+00:00
cmr35sv5q0c27v16z8jy4ggpf,cmr23pgks000fv16zpwg1ms38,31,第31章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T07:04:36.542+00:00
cmr35sv5q0c28v16zlekwhk2w,cmr23pgks000fv16zpwg1ms38,31,第31章已完成：阿条将疑点摊开质问，阿力以回避和轻描淡写回应，使阿条从期待澄清转为更深失望，完成信任进一步崩塌。,completed,auto,2026-07-02T07:04:36.542+00:00
cmr35y9mz0c3fv16z7xlmvev4,cmr23pgks000fv16zpwg1ms38,31,阿条与若若约定次日湖滨银泰一楼咖啡店靠窗第三卡座下午三点见面。,completed,auto,2026-07-02T07:08:48.586+00:00
cmr35y9mz0c3gv16z7zm6mq5c,cmr23pgks000fv16zpwg1ms38,31,阿力在天台以“私事”回应若若询问，以“隐私”回应备用手机。,revealed,auto,2026-07-02T07:08:48.586+00:00
cmr35y9mz0c3hv16zdaow0w2f,cmr23pgks000fv16zpwg1ms38,31,阿条对阿力宣称今后只像同事般交流，不再私谈。,state_changed,auto,2026-07-02T07:08:48.586+00:00
cmr35y9mz0c3iv16zk3e5lohj,cmr23pgks000fv16zpwg1ms38,31,阿条不再佩戴红绳银坠子手链，手腕仅留痕迹。,state_changed,auto,2026-07-02T07:08:48.586+00:00
cmr35y9mz0c3jv16zaguw80wr,cmr23pgks000fv16zpwg1ms38,31,阿条收起新发夹，没有使用。,state_changed,auto,2026-07-02T07:08:48.586+00:00
cmr364wcb0c5gv16zsf1txtsv,cmr23pgks000fv16zpwg1ms38,32,第32章已完成：阿力 goal changed,completed,auto,2026-07-02T07:13:57.947+00:00
cmr364wcb0c5hv16zjz298c2f,cmr23pgks000fv16zpwg1ms38,32,第32章已完成：阿条 goal changed,completed,auto,2026-07-02T07:13:57.947+00:00
cmr364wcb0c5iv16zsrfph55j,cmr23pgks000fv16zpwg1ms38,32,第32章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-02T07:13:57.947+00:00
cmr364wcb0c5jv16zxg1xk9vf,cmr23pgks000fv16zpwg1ms38,32,第32章已完成：通过手机时间戳证据拆穿阿力声称加班却出现在商场的谎言,completed,auto,2026-07-02T07:13:57.947+00:00
cmr364wcb0c5kv16z3tc5tsfy,cmr23pgks000fv16zpwg1ms38,32,第32章已完成：迫使阿力承认与前女友见面，但立即转向推卸责任,completed,auto,2026-07-02T07:13:57.947+00:00
cmr36aeg40c6kv16zfz8j8d52,cmr23pgks000fv16zpwg1ms38,32,阿力承认若若是前女友，上周四下午在城西银泰见面。,revealed,auto,2026-07-02T07:18:14.692+00:00
cmr36aeg40c6lv16zfnpyj9wd,cmr23pgks000fv16zpwg1ms38,32,阿条出示阿力于当日16:07发送的声称加班的微信截图作为说谎证据。,revealed,auto,2026-07-02T07:18:14.692+00:00
cmr36aeg40c6mv16z3ddsgzpp,cmr23pgks000fv16zpwg1ms38,32,阿力以“你非要这样想我也没办法”推卸责任。,state_changed,auto,2026-07-02T07:18:14.692+00:00
cmr36aeg40c6nv16zt3glotp3,cmr23pgks000fv16zpwg1ms38,32,阿条将草莓糖、糖纸、工作笔记装入牛皮纸信封带走。,completed,auto,2026-07-02T07:18:14.692+00:00
cmr36aeg40c6ov16z2h7y31gj,cmr23pgks000fv16zpwg1ms38,32,阿条摔粉色笑脸弹簧发夹后捡起带走。,completed,auto,2026-07-02T07:18:14.692+00:00
cmr36aeg40c6pv16z6mgy68nk,cmr23pgks000fv16zpwg1ms38,32,阿条收到陈默聚会提醒“周日五点半，清风包厢”，未回复。,completed,auto,2026-07-02T07:18:14.692+00:00
cmr36gghi0c9bv16zacymkdau,cmr23pgks000fv16zpwg1ms38,33,阿条向阿力发送短信“我们之间，到此为止。”,completed,auto,2026-07-02T07:22:57.269+00:00
cmr36gghi0c9cv16zw3641tkm,cmr23pgks000fv16zpwg1ms38,33,阿条删除阿力的手机联系人并清空微信聊天记录。,completed,auto,2026-07-02T07:22:57.269+00:00
cmr36gghi0c9dv16zn5xmmkx1,cmr23pgks000fv16zpwg1ms38,33,阿条将粉色笑脸弹簧发夹放入抽屉，不再用于伪装情绪。,completed,auto,2026-07-02T07:22:57.269+00:00
cmr36gghi0c9ev16zx6v3v2mx,cmr23pgks000fv16zpwg1ms38,33,阿条在备忘录中标记暗语系统已废弃，恢复词汇日常用法。,completed,auto,2026-07-02T07:22:57.269+00:00
cmr8kc8oi0d0fv16z5hiqcqiw,cmr23pgks000fv16zpwg1ms38,34,第34章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-06T01:50:26.034+00:00
cmr8kc8oi0d0gv16z2wqcpsbk,cmr23pgks000fv16zpwg1ms38,34,第34章已完成：阿条与阿力全天零接触（无对话、无眼神交流、无肢体触碰）。,completed,auto,2026-07-06T01:50:26.034+00:00
cmr8kc8oi0d0hv16zykcsfr9t,cmr23pgks000fv16zpwg1ms38,34,第34章已完成：阿条通过调整屏幕角度、刻意不抬头、快速传递文件等动作建立物理距离。,completed,auto,2026-07-06T01:50:26.034+00:00
cmr8kc8oi0d0iv16ziqgg738s,cmr23pgks000fv16zpwg1ms38,34,第34章已完成：小菲察觉异样并借故试探，阿条以身体不适为由搪塞。,completed,auto,2026-07-06T01:50:26.034+00:00
cmr8kc8oi0d0jv16zcnax4cdk,cmr23pgks000fv16zpwg1ms38,34,第34章已完成：李晴以朋友姿态关心，阿条同样搪塞，引发李晴更深怀疑。,completed,auto,2026-07-06T01:50:26.034+00:00
cmr8kfzj00d1ov16zvvaqkyoe,cmr23pgks000fv16zpwg1ms38,34,阿条将桌面文件架左移三厘米以遮挡阿力方向视线。,completed,auto,2026-07-06T01:53:20.796+00:00
cmr8kfzj00d1pv16zr874sa61,cmr23pgks000fv16zpwg1ms38,34,阿条不再佩戴红绳手链，手腕仅有浅白色压痕。,state_changed,auto,2026-07-06T01:53:20.796+00:00
cmr8kfzj00d1qv16zn58gwved,cmr23pgks000fv16zpwg1ms38,34,李晴通过微信私下询问阿条：“你红绳是不是他自己断的”。,completed,auto,2026-07-06T01:53:20.796+00:00
cmr8kfzj00d1rv16z2tsa2mnx,cmr23pgks000fv16zpwg1ms38,34,阿力通过透明文件夹传递数据口径对比表，附手写便签条。,completed,auto,2026-07-06T01:53:20.796+00:00
cmr8kfzj00d1sv16zwk62ycg7,cmr23pgks000fv16zpwg1ms38,34,小菲给阿条速溶奶茶被婉拒。,completed,auto,2026-07-06T01:53:20.796+00:00
cmr8kfzj10d1tv16zi86uhj80,cmr23pgks000fv16zpwg1ms38,34,陈默发微信提醒周六聚会：“周六五点半清风包厢，别忘了。”,completed,auto,2026-07-06T01:53:20.796+00:00
cmr8kj6qx0d2yv16z5pi3szxo,cmr23pgks000fv16zpwg1ms38,35,第35章已完成：payoff/payoff_missing_progress,completed,auto,2026-07-06T01:55:50.121+00:00
cmr8kj6qx0d2zv16zexdbibfi,cmr23pgks000fv16zpwg1ms38,35,第35章已完成：通过团建通知邮件将外部压力强加于冷战中的阿条，迫使她意识到回避策略即将失效，关系已无路可退，从而将内心焦虑推至阶段性顶点。,completed,auto,2026-07-06T01:55:50.121+00:00
cmr8kkw6g0d43v16znjyn0cpg,cmr23pgks000fv16zpwg1ms38,35,团建于下周五至周日在千岛湖拓展基地举行，三天封闭，两人一间。,revealed,auto,2026-07-06T01:57:09.736+00:00
