id,novelId,ledgerKey,title,summary,scopeType,currentStatus,targetStartChapterOrder,targetEndChapterOrder,firstSeenChapterOrder,lastTouchedChapterOrder,lastTouchedChapterId,setupChapterId,payoffChapterId,lastSnapshotId,sourceRefsJson,evidenceJson,riskSignalsJson,statusReason,confidence,createdAt,updatedAt
cmr26g7de04hbv16zph43aiot,cmr23pgks000fv16zpwg1ms38,false_investment_realization,识破虚伪投入与最终决断,最终发现阿力从未真正投入，内心崩溃后清醒决断。,book,setup,,,,,,,,cmr269sr004b3v16zvdhpsups,"[{""kind"":""major_payoff"",""refLabel"":""最终发现对方可能从未真正投入，内心彻底崩溃，在幻灭中清醒决断。"",""chapterId"":null}]",[],"[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",书级终极节点，目前无任何推进。,,2026-07-01T14:34:59.282+00:00,2026-07-06T02:31:52.524+00:00
cmr26g7e104hfv16zylnx0heq,cmr23pgks000fv16zpwg1ms38,forbidden_romance_establishment,办公室秘密关系的建立与初期享受,通过储物间高危亲密互动，办公室禁忌之恋的危险氛围初步建立。,chapter,hinted,,,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,cmr24zob701rjv16zoa3pmbkg,cmr261wze048bv16zho19qw9d,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第1章《隔间心跳》"",""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿力突袭拉阿条进隔间，黑暗中抚摸、未完成之吻，险些暴露。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",本章为关系建立的起点，高危互动为后续秘密关系铺路。,0.9,2026-07-01T14:34:59.304+00:00,2026-07-06T02:31:52.524+00:00
cmr26g7e804hgv16zp0ct5v83,cmr23pgks000fv16zpwg1ms38,atiaos_inner_conflict,阿条的禁忌自觉与内心挣扎,阿条在储物间亲密度过后，内心明确响起“我们不能这样”，禁忌自觉被激活。,chapter,hinted,,,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,,cmr261wze048bv16zho19qw9d,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第1章《隔间心跳》"",""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条心里响起“我们不能这样”，并攥紧阿力衬衫。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",本章首次明显展露内心挣扎信号，标志禁忌自觉开始成形。,0.9,2026-07-01T14:34:59.311+00:00,2026-07-06T02:31:52.524+00:00
cmr26g7ef04hhv16zcfw83j0k,cmr23pgks000fv16zpwg1ms38,chenmo_message,陈默的问候与阿条的冷淡回应,陈默发来微信问候，阿条回复冷淡，展现内心疏远。,chapter,paid_off,,,,,,cmr24zoaz01rhv16zmcjv20hl,cmr24zob501riv16zlk7xxqvy,cmr269sr004b3v16zvdhpsups,"[{""kind"":""foreshadow_state"",""refLabel"":""陈默的问候消息"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""summary"":""第2章阿条回复冷淡，兑现第一章陈默消息伏笔。"",""chapterOrder"":2,""chapterId"":""cmr24zob501riv16zlk7xxqvy""}]",[],已在第2章明确兑现。,,2026-07-01T14:34:59.319+00:00,2026-07-01T14:34:59.261+00:00
cmr26msn904m0v16z4wyqqpc0,cmr23pgks000fv16zpwg1ms38,taboo_romance_setup,禁忌之恋的建立与初期甜蜜,从办公室暧昧到天台确立秘密关系，制定规则，享受禁忌刺激。,volume,paid_off,,,1,3,cmr24zob701rjv16zoa3pmbkg,cmr24zoaz01rhv16zmcjv20hl,cmr24zob701rjv16zoa3pmbkg,cmr26feyn04ebv16zh84ifjuv,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第3章《天台夜话》建立关系"",""chapterOrder"":3,""volumeSortOrder"":1,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""},{""kind"":""foreshadow_state"",""refLabel"":""阿力的夜晚邀约"",""chapterOrder"":3,""volumeSortOrder"":1,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]","[{""summary"":""第3章天台对话，两人正式确立秘密关系，并制定规则。"",""chapterOrder"":3,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]",[],第3章已明确兑现秘密关系确立的承诺。,1.0,2026-07-01T14:40:06.789+00:00,2026-07-01T14:40:06.778+00:00
cmr26msnd04m1v16zsdyyjgnf,cmr23pgks000fv16zpwg1ms38,ajiao_taboo_consciousness,阿条的禁忌自觉与风险意识,阿条对禁忌关系风险的自觉成长，需后续风险事件触发。,book,hinted,6,40,6,21,cmr24zocf01s1v16zorowoe4i,cmr24zobd01rmv16z1nhh9ss5,,cmr33aw9p0bdmv16z8bg0bkb6,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第6章《选择沉溺》"",""chapterOrder"":6,""volumeSortOrder"":1,""chapterId"":""cmr24zobd01rmv16z1nhh9ss5""}]","[{""summary"":""第6章阿条预感会穿帮，但尚未有具体风险事件。"",""chapterOrder"":6,""chapterId"":""cmr24zobd01rmv16z1nhh9ss5""}]","[{""code"":""payoff_missing_progress"",""severity"":""low"",""summary"":""需后续加入更具体的风险事件来触发禁忌自觉的成长。""},{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",已有预感铺垫，但未触发成长。,0.7,2026-07-01T14:40:06.793+00:00,2026-07-06T02:31:52.524+00:00
cmr26msnh04m2v16z8lx1p2b1,cmr23pgks000fv16zpwg1ms38,code_system,秘密通信与暗语系统,编码暗语系统、天台保密规则等，当前在冷战中被便签替代。,volume,paid_off,5,36,5,36,cmr252ped020zv16zhk3ez4ic,cmr24zobb01rlv16z1chjyonq,cmr252ped020zv16zhk3ez4ic,cmr8ktubn0d6qv16zm30pynbs,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""编码暗语系统"",""chapterOrder"":5,""volumeSortOrder"":1,""chapterId"":""cmr24zobb01rlv16z1chjyonq""}]","[{""summary"":""第36章便签成为工作沟通唯一媒介，暗语系统被冷战替代。"",""chapterOrder"":36,""chapterId"":""cmr252ped020zv16zhk3ez4ic""}]","[{""code"":""payoff_missing_progress"",""severity"":""medium"",""summary"":""暗语系统被便签替代，但未提及废弃或回忆，需后续处理。""}]",暗语系统被便签替代，实际已失效。,0.85,2026-07-01T14:40:06.797+00:00,2026-07-06T02:04:26.574+00:00
cmr26msnw04m4v16zcot77loc,cmr23pgks000fv16zpwg1ms38,secret_half_exposed,秘密因突发事件被半公开,朋友圈和职场压力拉满，面临毁灭性后果。,book,pending_payoff,35,40,1,38,cmr252peh0211v16zss2kflem,cmr24zoaz01rhv16zmcjv20hl,,cmr8ljtl10dfcv16zselcftc2,"[{""kind"":""major_payoff"",""refLabel"":""秘密因某个突发事件被半公开，朋友圈和职场的压力瞬间拉满，面临毁灭性后果。"",""chapterOrder"":1,""volumeSortOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""},{""kind"":""open_conflict"",""refLabel"":""payoff_missing_progress: 同事怀疑已升级，但尚未触发半公开事件。"",""chapterOrder"":38,""volumeSortOrder"":1,""chapterId"":""cmr252peh0211v16zss2kflem""}]","[{""summary"":""第38章领导点名别带情绪，同事怀疑升级。"",""chapterOrder"":38,""chapterId"":""cmr252peh0211v16zss2kflem""}]","[{""code"":""payoff_missing_progress"",""severity"":""medium"",""summary"":""同事怀疑已升级，但尚未触发半公开事件。""},{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",同事怀疑已升级，但半公开事件尚未触发。,0.8,2026-07-01T14:40:06.812+00:00,2026-07-06T02:31:52.524+00:00
cmr26msny04m5v16z0n71ib77,cmr23pgks000fv16zpwg1ms38,final_disillusion,最终幻灭与清醒决断,最终发现对方可能从未真正投入，内心彻底崩溃，在幻灭中清醒决断。,book,setup,,,1,,,cmr24zoaz01rhv16zmcjv20hl,,cmr26feyn04ebv16zh84ifjuv,"[{""kind"":""major_payoff"",""refLabel"":""最终发现对方可能从未真正投入"",""chapterId"":null}]",[],"[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",最终高潮，暂时处于远景铺垫。,0.5,2026-07-01T14:40:06.814+00:00,2026-07-06T02:31:52.524+00:00
cmr26p0ar04mbv16z3j6f58ei,cmr23pgks000fv16zpwg1ms38,first_trust_crisis_and_hidden_reason,第一次信任危机与隐瞒真相,阿力隐瞒的真实原因逐渐浮出水面，引发首次激烈争吵与信任危机，关系出现裂痕，同时揭示他对关系的真实态度。,book,pending_payoff,10,40,6,,,cmr24zobd01rmv16z1nhh9ss5,,cmr26feyn04ebv16zh84ifjuv,"[{""kind"":""major_payoff"",""refLabel"":""第一次因隐瞒引发的信任危机"",""chapterId"":null},{""kind"":""volume_open_payoff"",""refLabel"":""阿力隐瞒的真实原因"",""chapterId"":null}]","[{""summary"":""第10章开始冷落与猜疑，阿力隐瞒态度初现。"",""chapterOrder"":10,""chapterId"":""cmr24zobt01rqv16zbto61e2r""}]","[{""code"":""payoff_missing_progress"",""severity"":""medium"",""summary"":""已到卷末，但尚未明确展示争吵场景，需在后续章节兑现。""},{""code"":""continuity_setup_weak"",""severity"":""low"",""summary"":""阿力指出阿条说谎摸手腕习惯，前文未铺垫，可能影响信任危机说服力。""},{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",第6章铺垫谎言预感，第10章启动冷落，卷末应揭示真相与争吵。,0.8,2026-07-01T14:41:50.019+00:00,2026-07-06T02:31:52.524+00:00
cmr26p0bg04mfv16zvxto3xig,cmr23pgks000fv16zpwg1ms38,atiaos_taboo_consciousness,阿条的禁忌意识与行为规则,阿条推开阿力，明确说出“我们不能这样”，内心首次清晰意识到禁忌。,book,pending_payoff,,,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,,cmr261wze048bv16zho19qw9d,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第1章《隔间心跳》"",""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条说“我们不能这样”，并产生心跳下降等反应。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",本章完成了阿条从被动沉溺到主动挣脱的转折，禁忌意识建立。,,2026-07-01T14:41:50.044+00:00,2026-07-06T02:31:52.524+00:00
cmr26q01r04nmv16zff2yfgeo,cmr23pgks000fv16zpwg1ms38,secret_romance_establish,办公室秘密恋情确立与规则制定,阿条和阿力从暧昧到在第3章正式确立秘密恋爱关系，并制定保密规则和暗语系统，进入日常扮演陌生人的阶段。,volume,paid_off,,,1,5,cmr24zobb01rlv16z1chjyonq,cmr24zoaz01rhv16zmcjv20hl,cmr24zob701rjv16zoa3pmbkg,cmr26feyn04ebv16zh84ifjuv,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第3章《天台夜话》"",""chapterOrder"":3,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""},{""kind"":""foreshadow_state"",""refLabel"":""秘密关系规则"",""chapterOrder"":3,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]","[{""summary"":""第3章天台上阿条制定规则，两人确立秘密关系并接吻。"",""chapterOrder"":3,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]",[],第3章《天台夜话》中两人正式确立关系并制定规则，核心兑现已完成。,1.0,2026-07-01T14:42:36.351+00:00,2026-07-01T14:42:36.344+00:00
cmr26q02804nsv16zb08wwj39,cmr23pgks000fv16zpwg1ms38,ultimate_disillusion,最终幻灭与决断,阿条在木栈道对峙后彻底幻灭，摔碎信物，宣布决裂。,volume,paid_off,29,29,1,29,cmr24zocv01s9v16zuaz9jx84,cmr24zoaz01rhv16zmcjv20hl,cmr24zocv01s9v16zuaz9jx84,cmr35aypc0bxuv16zp7dbzfi5,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第29章《木栈道撕破脸》"",""chapterId"":""cmr24zocv01s9v16zuaz9jx84"",""chapterOrder"":29,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条摔巧克力盒、红绳断落，宣布从周一起是陌生人。"",""chapterOrder"":29,""chapterId"":""cmr24zocv01s9v16zuaz9jx84""}]",[],本章通过公开对峙和信物销毁完成了情感上的最终幻灭与决断。,0.95,2026-07-01T14:42:36.368+00:00,2026-07-02T06:50:41.462+00:00
cmr26q02f04ntv16zdjpe4osk,cmr23pgks000fv16zpwg1ms38,supervision_monitoring,上下级监控压力,王总巡视工位区，检查阿条工作，体现公司监控压力仍作为背景存在。,volume,hinted,5,40,5,5,cmr24zobb01rlv16z1chjyonq,cmr24zobb01rlv16z1chjyonq,,cmr26y8qz04ppv16zakxqwzrs,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第5章《茶水间脱险》"",""chapterId"":""cmr24zobb01rlv16z1chjyonq"",""chapterOrder"":5,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""王总在阿条身后站了十五秒，要求修改公式。"",""chapterOrder"":5,""chapterId"":""cmr24zobb01rlv16z1chjyonq""}]","[{""code"":""payoff_missing_progress"",""severity"":""low"",""summary"":""正文未展示监控压力，需补充。""},{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",监控压力在背景中低调维持，尚未直接影响恋情。,0.8,2026-07-01T14:42:36.374+00:00,2026-07-06T02:31:52.524+00:00
cmr27197x04r1v16zwg2ckfdo,cmr23pgks000fv16zpwg1ms38,trust_crisis_hidden_truth,信任危机与隐瞒真相,阿条通过发送绝情短信和清空聊天记录，让信任完全崩塌，伏笔兑现。,volume,paid_off,10,35,10,33,cmr24zod201sdv16zyjm3gz4z,cmr24zobt01rqv16zbto61e2r,cmr24zod201sdv16zyjm3gz4z,cmr36ggif0c9hv16zzkjv2nfi,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第33章《信任碎成三个字》"",""chapterId"":""cmr24zod201sdv16zyjm3gz4z"",""chapterOrder"":33,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条发送短信“我们之间，到此为止。”，删除联系人并清空聊天记录。"",""chapterOrder"":33,""chapterId"":""cmr24zod201sdv16zyjm3gz4z""}]",[],本章完成信任危机的终极 payoff，关系不可逆终结。,0.92,2026-07-01T14:51:21.453+00:00,2026-07-02T07:22:57.459+00:00
cmr27198804r3v16zfsfugh40,cmr23pgks000fv16zpwg1ms38,secret_relationship_performance,维持秘密关系的日常伪装,伪装彻底结束，关系公开崩坏。,volume,paid_off,,,1,32,cmr24zod001scv16zh2hhfj2q,cmr24zoaz01rhv16zmcjv20hl,cmr24zod001scv16zh2hhfj2q,cmr36aegt0c6sv16zguv4id1c,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第32章《拆穿最后一层谎言》"",""chapterId"":""cmr24zod001scv16zh2hhfj2q"",""chapterOrder"":32,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条公开离开公司，不再维持伪装。"",""chapterOrder"":32,""chapterId"":""cmr24zod001scv16zh2hhfj2q""}]",[],伪装已无必要，关系破裂。,0.9,2026-07-01T14:51:21.464+00:00,2026-07-02T07:18:14.896+00:00
cmr27198e04r4v16z8nixhubf,cmr23pgks000fv16zpwg1ms38,chenmo_interference,陈默的干扰,阿条主动联系陈默确认聚会细节，推动干扰伏笔。,chapter,pending_payoff,12,40,12,30,cmr24zocw01sav16z8wprb5vx,cmr24zoby01rsv16zxnuxclfi,,cmr35nume0c0qv16zavwu8h97,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第30章《删光合照待摊牌》"",""chapterId"":""cmr24zocw01sav16z8wprb5vx"",""chapterOrder"":30,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条发消息给陈默确认包厢号，陈默快速回复。"",""chapterOrder"":30,""chapterId"":""cmr24zocw01sav16z8wprb5vx""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",聚会准备就绪，干扰即将兑现。,0.85,2026-07-01T14:51:21.470+00:00,2026-07-06T02:31:52.524+00:00
cmr27198m04r5v16ziah52kgb,cmr23pgks000fv16zpwg1ms38,workplace_supervision_pressure,职场上下级监控压力,王总推眼镜的动作被作为压力象征，在闲谈中建立职场监控氛围。,volume,hinted,1,40,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,,cmr261wze048bv16zho19qw9d,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第1章《隔间心跳》"",""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""同事提到王总推眼镜带来的压迫感，阿条联想自己曾被点名。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",通过同事对话和内心联想埋下监控压力的种子，后续需通过具体事件兑现。,0.82,2026-07-01T14:51:21.478+00:00,2026-07-06T02:31:52.524+00:00
cmr275p9y04tjv16zk5dccabj,cmr23pgks000fv16zpwg1ms38,trust_crisis_first_fight,第一次因隐瞒引发的信任危机与激烈争吵,阿力隐瞒真实原因导致两人首次激烈争吵，关系出现裂痕。,book,paid_off,,,1,33,cmr24zod201sdv16zyjm3gz4z,cmr24zoaz01rhv16zmcjv20hl,cmr24zod201sdv16zyjm3gz4z,cmr8ljtl10dfcv16zselcftc2,"[{""kind"":""major_payoff"",""refLabel"":""第一次因隐瞒引发的信任危机，两人首次激烈争吵，关系出现裂痕。"",""chapterOrder"":1,""volumeSortOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""},{""kind"":""chapter_payoff_ref"",""refLabel"":""第33章《信任碎成三个字》"",""chapterOrder"":33,""volumeSortOrder"":1,""chapterId"":""cmr24zod201sdv16zyjm3gz4z""}]","[{""summary"":""第33章阿条删除聊天记录并决定切割，信任彻底崩塌。"",""chapterOrder"":33,""chapterId"":""cmr24zod201sdv16zyjm3gz4z""}]",[],第33章已明确兑现信任崩塌与争吵。,0.95,2026-07-01T14:54:48.885+00:00,2026-07-06T02:24:37.659+00:00
cmr275pai04tpv16z25enc14p,cmr23pgks000fv16zpwg1ms38,chapter1_payoff_office_intimacy,办公室内几乎暴露的亲密瞬间,第1章开卷抓手：兑现办公室内几乎暴露的亲密瞬间，建立禁忌感与悬念。,chapter,paid_off,,,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,cmr24zob701rjv16zoa3pmbkg,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第1章《隔间心跳》开卷抓手"",""chapterOrder"":1,""volumeSortOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""summary"":""第1章已兑现办公室内几乎暴露的亲密瞬间。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]",[],已在第1章明确兑现。,1.0,2026-07-01T14:54:48.906+00:00,2026-07-01T14:54:48.880+00:00
cmr275pal04tqv16zzg8tr0yn,cmr23pgks000fv16zpwg1ms38,chapter2_payoff_tension_to_excitement,紧张转化为刺激兴奋,第2章半兑现开篇钩子‘我们不能这样’的紧张，转化为刺激兴奋。,chapter,paid_off,,,2,2,cmr24zob501riv16zlk7xxqvy,cmr24zob501riv16zlk7xxqvy,cmr24zob501riv16zlk7xxqvy,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第2章《陌生演技》半兑现开篇钩子"",""chapterOrder"":2,""volumeSortOrder"":1,""chapterId"":""cmr24zob501riv16zlk7xxqvy""}]","[{""summary"":""第2章已将紧张转化为刺激兴奋。"",""chapterOrder"":2,""chapterId"":""cmr24zob501riv16zlk7xxqvy""}]",[],已在第2章明确兑现。,1.0,2026-07-01T14:54:48.909+00:00,2026-07-01T14:54:48.880+00:00
cmr275pan04trv16z6lx4juxw,cmr23pgks000fv16zpwg1ms38,chapter3_payoff_relationship_established,秘密关系正式确立,第3章兑现‘禁忌之始’的甜蜜刺激承诺，秘密关系正式确立。,chapter,paid_off,,,3,3,cmr24zob701rjv16zoa3pmbkg,cmr24zob701rjv16zoa3pmbkg,cmr24zob701rjv16zoa3pmbkg,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第3章《天台夜话》秘密关系正式确立"",""chapterOrder"":3,""volumeSortOrder"":1,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]","[{""summary"":""第3章已兑现秘密关系正式确立。"",""chapterOrder"":3,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]",[],已在第3章明确兑现。,1.0,2026-07-01T14:54:48.911+00:00,2026-07-01T14:54:48.880+00:00
cmr275pap04tsv16zute1fj14,cmr23pgks000fv16zpwg1ms38,chapter5_payoff_coding_system,编码暗语系统建立,第5章建立编码暗语系统，包括咖啡、茶叶、打印等暗语。,chapter,paid_off,,,5,5,cmr24zobb01rlv16z1chjyonq,cmr24zobb01rlv16z1chjyonq,cmr24zobb01rlv16z1chjyonq,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第5章《茶水间脱险》编码暗语系统"",""chapterOrder"":5,""volumeSortOrder"":1,""chapterId"":""cmr24zobb01rlv16z1chjyonq""}]","[{""summary"":""第5章已建立编码暗语系统。"",""chapterOrder"":5,""chapterId"":""cmr24zobb01rlv16z1chjyonq""}]",[],已在第5章明确兑现。,1.0,2026-07-01T14:54:48.913+00:00,2026-07-01T14:54:48.880+00:00
cmr275par04ttv16zmn2n0g39,cmr23pgks000fv16zpwg1ms38,chapter6_payoff_addiction_choice,禁忌游戏上瘾的第一次明确选择,第6章阿条从被动享受转为主动投喂，明确选择沉溺。,chapter,paid_off,,,6,6,cmr24zobd01rmv16z1nhh9ss5,cmr24zobd01rmv16z1nhh9ss5,cmr24zobd01rmv16z1nhh9ss5,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第6章《选择沉溺》禁忌游戏上瘾的第一次明确选择"",""chapterOrder"":6,""volumeSortOrder"":1,""chapterId"":""cmr24zobd01rmv16z1nhh9ss5""}]","[{""summary"":""第6章阿条心态转变，从被动到主动，明确选择沉溺。"",""chapterOrder"":6,""chapterId"":""cmr24zobd01rmv16z1nhh9ss5""}]",[],已在第6章明确兑现。,1.0,2026-07-01T14:54:48.915+00:00,2026-07-01T14:54:48.880+00:00
cmr275pav04tuv16zdrai4dh6,cmr23pgks000fv16zpwg1ms38,chapter7_payoff_jealousy_test,第一次因第三方引发的嫉妒试探,本章阿条因小菲对阿力的主动而产生嫉妒，并通过绕开食堂、邀请李响等方式试探阿力反应，阿力以暗语“今天稳”回应，嫉妒试探完成，占有欲开始侵蚀信任。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条刻意绕开食堂并邀请李响午餐；小菲主动示好阿力；阿条心生嫉妒，未回复阿力“今天稳”；决心团建冷处理。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],本章正文完整兑现了嫉妒试探的承诺，嫉妒情绪通过具体情节展现。,0.95,2026-07-01T14:54:48.919+00:00,2026-07-01T15:00:14.678+00:00
cmr275pax04tvv16zgy9o5byg,cmr23pgks000fv16zpwg1ms38,chapter8_payoff_team_building_distance,团建距离策略与眼神暗语默契,阿条通过不同车、避组、间接协作完成距离策略，阿力以‘稳不稳’消息和攀岩回视确认默契，本章兑现该伏笔。,chapter,paid_off,8,8,7,8,cmr24zobh01rov16z0c34j46e,cmr24zobf01rnv16zemm40alv,cmr24zobh01rov16z0c34j46e,cmr27yo1p04ynv16zhjb497sh,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第8章《团建夜隔席》"",""chapterId"":""cmr24zobh01rov16z0c34j46e"",""chapterOrder"":8,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条选择与阿力不同大巴，分组刻意回避，阿力发‘稳不稳’，攀岩时回头对视。"",""chapterOrder"":8,""chapterId"":""cmr24zobh01rov16z0c34j46e""}]",[],本章完整执行了预定的距离策略与暗号默契表演。,0.95,2026-07-01T14:54:48.921+00:00,2026-07-01T15:17:20.511+00:00
cmr275pb004twv16z7zcidlew,cmr23pgks000fv16zpwg1ms38,chapter9_payoff_colleague_suspicion_growth,同事日渐增长的怀疑,李晴午休试探阿条，观察到阿力异常，并疑似私下与阿力聊天，同事怀疑从隐约转为较明确，本章兑现。,chapter,paid_off,9,9,9,9,cmr24zobj01rpv16zet3olxnq,cmr24zobh01rov16z0c34j46e,cmr24zobj01rpv16zet3olxnq,cmr284zx4051cv16zc77oi5jc,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第9章《午休话锋转向她》"",""chapterId"":""cmr24zobj01rpv16zet3olxnq"",""chapterOrder"":9,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""李晴在食堂直接问阿条与阿力的关系，并留意阿力快速吃完离开；稍后工位上李晴与阿力微信聊天（推测），暗示她正在收集信息。"",""chapterOrder"":9,""chapterId"":""cmr24zobj01rpv16zet3olxnq""}]",[],同事怀疑在本章明确呈现，完成了从隐约到较明确的过渡。,0.9,2026-07-01T14:54:48.923+00:00,2026-07-01T15:22:15.778+00:00
