id,snapshotId,characterId,currentGoal,emotion,stressLevel,secretExposure,knownFactsJson,misbeliefsJson,summary,createdAt,updatedAt
cmr33u1tz0bjbv16zsbf7b6zh,cmr33u1ti0bjav16z3otjgb43,cmr23zj4j004tv16zlc1ewt6u,公开收集阿力撒谎与若若关联的证据，彻底划清界限,冷静、疏离、内心冰冷,72,她已知道阿力手写号码，并让阿力知道她存了号码，但隐藏了自己看到若若消息,"[""阿力手写了紧急联系人号码"",""阿力两次收到若若消息"",""李晴目击阿力与女生在商场""]",,阿条从暗中调查转为公开证据收集，冷静执行试探，将信任彻底悬空。,2026-07-02T06:09:32.615+00:00,2026-07-02T06:09:32.615+00:00
cmr343uag0blnv16zqgqz2c7f,cmr343uac0blmv16ztvilmjv6,cmr23zj4j004tv16zlc1ewt6u,在后续聚餐中以彻底冷漠的姿态公开划清界限，不留任何暧昧余地。,冷静而决绝，内心冰冷麻木,80,读者知道她主动约谈、出示证据并公开划清界限，已完全掌握若若相关线索。,"[""阿力昨天下午出现在城西银泰并与一名白鸭舌帽长发女生同行（李晴目击）"",""阿力的微信小号“Ruo”即其手写号码对应账号"",""阿力在当面质问下仍坚称在家，未去过城西银泰"",""阿力已无可信辩解""]",,阿条由谨慎怀疑升级为公开对峙，彻底确认阿力不诚实，决心以公事化姿态终结暧昧，不再抱任何期待。,2026-07-02T06:17:09.400+00:00,2026-07-02T06:17:09.400+00:00
cmr343uag0blov16zpyt8kfcm,cmr343uac0blmv16ztvilmjv6,cmr23zj4y004uv16zh1dm72nm,维持表面镇定，避免进一步暴露，被动接受关系破裂。,紧张、回避，防御姿态明显,75,读者知道他仍在撒谎，但其内心活动未知。,"[""阿条已掌握他的手写号码和微信小号"",""阿条知道他昨天下午在银泰（或掌握相关证据）"",""阿条宣布将留档所有与他有关的东西"",""阿条将备注名改回“阿力”，象征关系回调""]",,阿力在天台被证据击穿，无法再以旧借口敷衍，但仍选择不承认、不解释，陷入完全被动。,2026-07-02T06:17:09.400+00:00,2026-07-02T06:17:09.400+00:00
cmr34c3kt0boav16zj0e8s2ak,cmr34c3ko0bo9v16zv4g93jq3,cmr23zj4j004tv16zlc1ewt6u,维持彻底公事化，不给阿力任何私人空间。,主导感后的空虚,55,同事已知她和阿力关系破裂。,"[""同事已察觉她和阿力的裂痕。"",""小菲可能在试探她。"",""红绳手链线头松了。"",""她收到了阿力消息“今天——”未点开。""]","[""以为公开划界就能彻底解脱。""]",阿条通过换座和公事化发言完成公开划界，获得短暂主导感，但走出饭店后泛起空虚，红绳松动象征情感松动。,2026-07-02T06:23:34.685+00:00,2026-07-02T06:23:34.685+00:00
cmr34c3kt0bobv16zeuw8hkzz,cmr34c3ko0bo9v16zv4g93jq3,cmr23zj4y004uv16zh1dm72nm,保持沉默，避免进一步难堪。,难堪、僵硬,82,同事已知他和阿条关系破裂。,"[""阿条公开与他划清界限。"",""同事已察觉他们的裂痕。""]","[""可能仍以为能私下修补。""]",阿力在聚餐中遭阿条公开冷落，无法维持表面和谐，散席后独站，陷入被动。,2026-07-02T06:23:34.685+00:00,2026-07-02T06:23:34.685+00:00
cmr34c3kt0bocv16z1bj33n6m,cmr34c3ko0bo9v16zv4g93jq3,cmr23zj58004wv16zpaestpwt,继续支持阿条，等待她告知详情。,关切,35,她知道阿条有重要事但未告知。,"[""阿条有事情要告诉她但今天不说。"",""阿条在聚餐中刻意换座疏远阿力。""]",,李晴察觉到阿条的情绪和反常举动，主动询问后得到延迟回应，更加确定有事发生。,2026-07-02T06:23:34.685+00:00,2026-07-02T06:23:34.685+00:00
cmr34c3kt0bodv16zntkm4mb6,cmr34c3ko0bo9v16zv4g93jq3,cmr23zj5u0052v16zbgy6zbi1,维持同事关系，但被阿条掌控局面。,不自然、被试探后的不安,45,她知道阿条和阿力关系紧张，但不知内情。,"[""阿条对她有防备。"",""阿条主动用烘焙话题化解了她的试探。""]",,小菲在聚餐中试图接近阿条并可能试探，反被阿条用烘焙话题化解，感受到阿条建立的防御性主导。,2026-07-02T06:23:34.685+00:00,2026-07-02T06:23:34.685+00:00
cmr34l3dn0br4v16zpm95vgik,cmr34l3df0br3v16z0yhypjym,cmr23zj4j004tv16zlc1ewt6u,彻底切断与阿力的联系，成为陌生人，不再给他任何解释空间。,决绝、麻木,70,同事皆知她与阿力决裂，红绳断裂且未捡。,"[""阿力在城西银泰见了一个人，李晴提供了目击细节"",""阿力在演示方案上试图使用模拟数据"",""她从未真正相信过阿力的任何解释""]",,阿条通过争吵彻底释放，宣布决裂，情感转为冰冷决绝，红绳断裂象征终结。,2026-07-02T06:30:34.331+00:00,2026-07-02T06:30:34.331+00:00
cmr34l3dn0br5v16zdddtipzs,cmr34l3df0br3v16z0yhypjym,cmr23zj4y004uv16zh1dm72nm,接受决裂，不再试图解释或挽回。,愤怒、受挫,85,同事知他失控砸物，阿条知他全部谎言。,"[""阿条知道他在银泰的谎言"",""阿条从未相信他"",""李晴在银泰看到了他""]",,阿力谎言被戳穿后情绪失控，最终默然接受决裂。,2026-07-02T06:30:34.331+00:00,2026-07-02T06:30:34.331+00:00
cmr34uhv90btov16zd4bo9yea,cmr34uhv40btnv16zsw7onktd,cmr23zj4j004tv16zlc1ewt6u,维持公开陌生关系，独立完成心理切割,冷静、疏离、内心平静,30,同事仅知两人吵架，不知曾为恋人,"[""阿力在团建中完全回避，已失去所有直接沟通机会"",""同事私下议论两人吵架"",""红绳断裂象征终结"",""陈默聚会即将开始""]",,阿条通过无视阿力、丢弃信物、溪边自省，完成从'我们'到'我'的分离，情感抽离。,2026-07-02T06:37:53.013+00:00,2026-07-02T06:37:53.013+00:00
cmr34uhv90btpv16zq7rdcbsi,cmr34uhv40btnv16zsw7onktd,cmr23zj4y004uv16zh1dm72nm,接受决裂，沉默应对公开僵局,沉默、回避,50,同事知他与阿条吵架,"[""阿条在团建中彻底无视他"",""同事在议论两人关系""]",,阿力全程回避阿条，被王总警告工作，沉默接受公开僵局。,2026-07-02T06:37:53.013+00:00,2026-07-02T06:37:53.013+00:00
cmr35ayph0bxvv16z5bulc0pp,cmr35aypc0bxuv16zp7dbzfi5,cmr23zj4j004tv16zlc1ewt6u,从下周一开始公开切割，成为真正的陌生人,愤怒但克制，失望透顶,85,公开宣布与阿力决裂，不再隐藏情绪,"[""阿力有备用手机且拒绝展示"",""若若确实存在并与阿力有联系"",""阿力对城西银泰和加班调休撒谎""]","[""阿力曾有任何真诚的意愿""]",阿条完成从内心切割到公开决裂，主导对峙过程，情感爆发但保持克制，最终选择切断一切联系。,2026-07-02T06:50:41.333+00:00,2026-07-02T06:50:41.333+00:00
cmr35ayph0bxwv16z8i8p7gad,cmr35aypc0bxuv16zp7dbzfi5,cmr23zj4y004uv16zh1dm72nm,保持回避姿态，拒绝对峙与解释,防御、冷漠、可能内疚但不动摇,80,被逼问备用手机但仍拒绝暴露内容,"[""阿条已掌握城西银泰、若若等证据"",""阿条要求看手机被拒后彻底决裂""]","[""继续隐瞒可以维护某些东西""]",阿力面对证据仍拒绝解释，不追回、不挽留，沉默接受公开决裂。,2026-07-02T06:50:41.333+00:00,2026-07-02T06:50:41.333+00:00
cmr35numm0c0rv16zlgvzhykp,cmr35nume0c0qv16zavwu8h97,cmr23zj4j004tv16zlc1ewt6u,迫使阿力直面摊牌，彻底拆干净关系,冷静、坚定,45,读者知道她已删除所有数字痕迹；阿力不知道她已联系若若,"[""已删除所有与阿力的数字关联"",""陈默聚会时间地点"",""已向若若发出摊牌消息""]",,阿条从情绪崩溃中恢复，通过删除行为完成心理切割，积蓄摊牌决心。,2026-07-02T07:00:42.574+00:00,2026-07-02T07:00:42.574+00:00
cmr35numm0c0sv16zo7f4pp1g,cmr35nume0c0qv16zavwu8h97,cmr23zj4y004uv16zh1dm72nm,继续保持回避，但面临被摊牌的压力,未知,,读者不知道他的具体状态,,,阿力未在本章出现，但他的回避态度将被阿条的主动摊牌打破。,2026-07-02T07:00:42.574+00:00,2026-07-02T07:00:42.574+00:00
cmr35y9nv0c3nv16z2yj5fc87,cmr35y9no0c3mv16z6m7aivl0,cmr23zj4j004tv16zlc1ewt6u,与阿力彻底切割，独自面对若若见面。,失望、决绝、空落,75,读者知道她定下与若若见面，收起发夹，不戴手链。,"[""阿力不会给出解释。"",""若若明天三点见面。"",""她已对阿力宣告只维持同事关系。""]",,阿条当面摊牌，阿力回避，她彻底失望并宣告只维持同事关系，独自面对若若。,2026-07-02T07:08:48.619+00:00,2026-07-02T07:08:48.619+00:00
cmr35y9nv0c3ov16zrdvvncoy,cmr35y9no0c3mv16z6m7aivl0,cmr23zj4y004uv16zh1dm72nm,继续回避，维持现状。,焦虑但掩饰,65,读者不知道他内心真实想法，但他回避彻底。,"[""阿条不再追问。"",""阿条要求只在工位上交流。""]","[""阿条会接受平静的远离。""]",阿力被当面质问，以私事隐私搪塞，继续回避，未意识到阿条的决心。,2026-07-02T07:08:48.619+00:00,2026-07-02T07:08:48.619+00:00
cmr35y9nv0c3pv16zg1b00x80,cmr35y9no0c3mv16z6m7aivl0,cmr23zj58004wv16zpaestpwt,关心阿条，但未深入了解。,担忧,30,无,"[""阿条心情不好，手冷。""]","[""可能只是工作累。""]",李晴察觉阿条状态差，但未追问，保持观察。,2026-07-02T07:08:48.619+00:00,2026-07-02T07:08:48.619+00:00
cmr36aegy0c6tv16zbu8ztif5,cmr36aegt0c6sv16zguv4id1c,cmr23zj4j004tv16zlc1ewt6u,彻底切割，独自面对与若若的见面。,绝望、空洞,85,部分同事注意到她情绪异常离开，但秘密关系细节未公开。,"[""阿力承认撒谎且推卸责任"",""若若的消息证明阿力未删除记录""]",,阿条从希望阿力解释转为彻底放弃，收拾信物离开公司，信任完全粉碎。,2026-07-02T07:18:14.721+00:00,2026-07-02T07:18:14.721+00:00
cmr36aegy0c6uv16zqnqeyjfg,cmr36aegt0c6sv16zguv4id1c,cmr23zj4y004uv16zh1dm72nm,无力挽回，接受关系破裂。,焦躁、茫然,80,阿条已知其撒谎，但同事不知细节。,"[""阿条掌握他说谎的证据"",""若若联系了阿条并告知部分实情""]",,阿力被拆穿后推卸责任，失去挽回机会。,2026-07-02T07:18:14.721+00:00,2026-07-02T07:18:14.721+00:00
cmr36aegy0c6vv16zd4oy2ixl,cmr36aegt0c6sv16zguv4id1c,cmr23zj58004wv16zpaestpwt,关心阿条，试图了解情况。,担忧,60,未知秘密关系，但观察到异常。,"[""阿条红绳断了"",""阿条情绪很差""]",,李晴注意到阿条异常，但未能阻止其离开。,2026-07-02T07:18:14.721+00:00,2026-07-02T07:18:14.721+00:00
cmr36ggik0c9iv16zh0ulq7cr,cmr36ggif0c9hv16zzkjv2nfi,cmr23zj4j004tv16zlc1ewt6u,以冷漠和决心面对办公室同事，彻底切割与阿力的关系，公事公办。,空洞、麻木，但带着冷硬决心,55,读者知道她已完成所有切割动作，但阿力未知全部细节。,"[""自己已发送绝情短信并删除阿力联系方式"",""暗语系统已废弃"",""发夹已收起，不再需要伪装""]",,阿条通过发送短信、删除记录、收起信物等仪式完成心理切割，从崩溃中凝结出冷硬决心。,2026-07-02T07:22:57.308+00:00,2026-07-02T07:22:57.308+00:00
cmr8kfzk70d1xv16zwxeudcem,cmr8kfzjv0d1wv16z18hprr9b,cmr23zj4j004tv16zlc1ewt6u,以冷漠和决心面对办公室同事，彻底切割与阿力的关系，公事公办。,钝痛但强行克制,70,同事开始注意到她与阿力之间异常，但尚未知晓秘密关系。,"[""李晴怀疑红绳与阿力有关"",""小菲在试探她""]",,阿条坚定执行零交流，通过调整环境与回避动作维护距离，同事起疑。,2026-07-06T01:53:20.839+00:00,2026-07-06T01:53:20.839+00:00
cmr8kfzk70d1yv16zzzg7t6ll,cmr8kfzjv0d1wv16z18hprr9b,cmr23zj4y004uv16zh1dm72nm,无力挽回，接受关系破裂。,沉默回避,55,同事也注意到他异常沉默，但与阿条分开不明。,"[""阿条已明确断裂""]",,阿力全程被动回避，无主动接触，通过文件传递公事互动。,2026-07-06T01:53:20.839+00:00,2026-07-06T01:53:20.839+00:00
cmr8kfzk70d1zv16za54kauor,cmr8kfzjv0d1wv16z18hprr9b,cmr23zj58004wv16zpaestpwt,关心阿条，试图了解情况。,担忧且怀疑,45,她不知道秘密关系，但怀疑红绳与阿力有关。,"[""阿条红绳断了"",""阿条状态异常""]",,李晴从观察转向直接试探，发微信追问红绳原因，未被回应，决定暂不追问。,2026-07-06T01:53:20.839+00:00,2026-07-06T01:53:20.839+00:00
cmr8kfzk70d20v16zdj14k67g,cmr8kfzjv0d1wv16z18hprr9b,cmr23zj5u0052v16zbgy6zbi1,维持同事关系，但被阿条掌控局面。,好奇且探究,30,她不知道秘密，但看出阿条与阿力互动异常。,"[""阿条不戴红绳"",""阿条拒绝奶茶""]",,小菲通过红绳和奶茶试探阿条，被对方搪塞，与李晴交换眼神，疑心更重。,2026-07-06T01:53:20.839+00:00,2026-07-06T01:53:20.839+00:00
cmr8kkw7y0d4dv16zua12qgyl,cmr8kkw7m0d4cv16z5s67dhfm,cmr23zj4j004tv16zlc1ewt6u,不得已在团建中维持零交流，但深知回避即将失败。,焦虑、压抑、紧绷,85,读者感知到她内心焦虑顶点，但同事仍未察觉。,"[""团建安排与暴露风险"",""阿力在群内紧跟自己确认参加"",""阿力转动手链""]",,阿条收到团建通知后陷入焦虑，表面维持冷静，但明白回避策略已无意义，被迫面对即将到来的共处。,2026-07-06T01:57:09.790+00:00,2026-07-06T01:57:09.790+00:00
cmr8kkw7y0d4ev16zlr5nn1br,cmr8kkw7m0d4cv16z5s67dhfm,cmr23zj4y004uv16zh1dm72nm,不明，仅通过外部动作暗示其内心波动。,不明,70,读者根据阿条观察推测他也有焦虑，但真实想法未知。,,,阿力确认参加团建，在工位转动手链，可能焦虑，但内心活动未揭示。,2026-07-06T01:57:09.790+00:00,2026-07-06T01:57:09.790+00:00
cmr8ktubw0d6rv16zwj1bjt5w,cmr8ktubn0d6qv16zm30pynbs,cmr23zj4j004tv16zlc1ewt6u,以超量工作麻痹自己，接受纯粹工作关系，避免情感波动。,压抑、麻木，外表平静但内心隐痛,85,读者和李晴均知她与阿力仅走工作流程,"[""阿力采用便签和邮件完全取代直接交流"",""团建补充通知使回避几乎不可能"",""自己一整天未与阿力说话""]",,阿条从刻意回避转为被动接受制度化的冷漠，用工作填充所有空隙，但眼角泄露的疲惫和收存便签的行为暗示未彻底切割。,2026-07-06T02:04:07.244+00:00,2026-07-06T02:04:07.244+00:00
cmr8ktubw0d6sv16zuk00lh0a,cmr8ktubn0d6qv16zm30pynbs,cmr23zj4y004uv16zh1dm72nm,通过便签、邮件和委托王总进行工作交接，将两人互动彻底公务化，避免私人接触。,未知（外部行为冷静、规范）,70,读者和李晴观察到他的隔离行为,"[""他主动用便签取代所有口头交流"",""邮件和批注一律使用标准化职务称谓""]",,阿力主动构建制度化隔离屏障，行为滴水不漏，内心活动未揭示。,2026-07-06T02:04:07.244+00:00,2026-07-06T02:04:07.244+00:00
cmr8l12z00d9rv16z3m0t4vx0,cmr8l12yw0d9qv16z0tx8ms6j,cmr23zj4j004tv16zlc1ewt6u,完成移动端校准数据，准备团建，在制度内保持专业，不再寻求私人联系。,疲惫到决断，不再抱有幻想，但仍有一丝不安。,55,读者知道阿条已取消特别关注并清空聊天记录，但阿力和其他同事不知道。,"[""阿力已读微信但未回复，仅以邮件沟通并抄送王总。"",""阿力在会议和电梯中刻意回避。"",""团建分组改为自主组队，她已与李晴等人组队。""]",,阿条通过具体行动执行切割，决心在制度中生存，但红绳印痕暗示未完全放下。,2026-07-06T02:09:45.036+00:00,2026-07-06T02:09:45.036+00:00
cmr8l12z00d9sv16zkpurskn6,cmr8l12yw0d9qv16z0tx8ms6j,cmr23zj4y004uv16zh1dm72nm,维持公务化隔离，避免任何私人接触，专注于工作。,未揭示，行为体现疏远与回避。,50,读者知道阿力刻意回避，但不知道内心。,"[""阿条发来微信试探。"",""阿条在电梯中追问。"",""团建分组和住宿规则。""]",,阿力继续巩固制度性隔离，对阿条的任何试探均以公务回应，真实态度模糊。,2026-07-06T02:09:45.036+00:00,2026-07-06T02:09:45.036+00:00
cmr8l12z00d9tv16zpbpwmqmy,cmr8l12yw0d9qv16z0tx8ms6j,cmr23zj58004wv16zpaestpwt,关心阿条，了解情况，为团建组织队伍。,担忧但不过度追问。,40,读者知道李晴察觉到异常，但不知道深层原因。,"[""阿条状态不佳，化妆遮掩。"",""阿力在会议中从未看阿条。"",""团建分组自主，她组织的队伍包括阿条。""]",,李晴继续观察阿条，通过细节察觉异常，但未深入，默默支持。,2026-07-06T02:09:45.036+00:00,2026-07-06T02:09:45.036+00:00
cmr8lamu40dcfv16z4vk7ygae,cmr8lamty0dcev16zjzob7599,cmr23zj4j004tv16zlc1ewt6u,查证阿力是否先找退路，并在团建中以红裙试探阿力反应，获取关系答案。,冷静而聚焦，有悲伤但克制,70,读者知道她发现了手机搜索记录和小菲的谎言，读者知道她准备红裙试探。,,,阿条从被动切割转为主动查证和试探，准备在团建上实施最后的测试。,2026-07-06T02:17:10.683+00:00,2026-07-06T02:17:10.683+00:00
cmr8lamu40dcgv16zy308n372,cmr8lamty0dcev16zjzob7599,cmr23zj4y004uv16zh1dm72nm,在公务化隔离的同时，可能已开始寻找职业退路，但仍维持对阿条的回避。,未知（从阿条视角观察为冷漠）,50,读者通过陈默和搜索记录知道他在寻找跳槽机会，但阿条仅怀疑。,,,阿力继续回避，但读者得知他可能已经在寻找离开公司的机会。,2026-07-06T02:17:10.683+00:00,2026-07-06T02:17:10.683+00:00
cmr8lamu40dchv16zdj6y8ppn,cmr8lamty0dcev16zjzob7599,cmr23zj5u0052v16zbgy6zbi1,维持同事关系，但可能别有用心，试图掌控信息。,试探性，但被阿条察觉谎言。,30,阿条发现小菲对她撒谎。,,,小菲的谎言被阿条识破，她可能曾在协调会后偷听，更显可疑。,2026-07-06T02:17:10.683+00:00,2026-07-06T02:17:10.683+00:00
cmr8lamu40dciv16zcsvor7io,cmr8lamty0dcev16zjzob7599,cmr23zj5f004yv16ztyiw8inw,维护部门秩序，确保项目不受私人关系影响。,严肃、警惕,40,,,,王总登场，对阿条施加直接压力，暗示她注意言行。,2026-07-06T02:17:10.683+00:00,2026-07-06T02:17:10.683+00:00
cmr8lamu40dcjv16zv3pdq85o,cmr8lamty0dcev16zjzob7599,cmr23zj58004wv16zpaestpwt,支持阿条，传递关键信息。,担忧,30,,,,李晴向阿条提供了阿力和小菲加班的信息，进一步加深了对关系的关心。,2026-07-06T02:17:10.683+00:00,2026-07-06T02:17:10.683+00:00
cmr8ljtl50dfdv16z3brwic79,cmr8ljtl10dfcv16zselcftc2,cmr23zj4j004tv16zlc1ewt6u,在团建中以红裙试探阿力，获取关系答案，但已从被动转为主动主导。,克制冷硬、掌控感,45,读者知情她已准备好红裙和截图留档,"[""阿力曾询问上海招聘市场"",""手机上有招聘搜索记录"",""红裙已备好"",""聊天记录已留档""]",,阿条通过仪式化清理，情感上降温，以审判者姿态面对明天，内心冷静而决绝。,2026-07-06T02:24:19.337+00:00,2026-07-06T02:24:19.337+00:00
cmr8lt4hx0diov16z07f0eop7,cmr8lt4hp0dinv16ztw5fne9q,cmr23zj4j004tv16zlc1ewt6u,在失去李晴的陪伴下独自应对拼房不确定性，维持冷静表象,紧绷而不外露,80,读者始终知道红裙计划，其他角色不知,"[""阿力申请单人间并获批"",""自己房间206紧邻阿力房间205"",""行政可能随机安排其他部门同事拼房""]",,阿条将试探决心压制成外部克制，但拼房变量直接威胁安全距离，红裙仍作为潜在引爆点深藏。,2026-07-06T02:31:33.381+00:00,2026-07-06T02:31:33.381+00:00
