id,snapshotId,title,summary,status,setupChapterId,payoffChapterId,createdAt,updatedAt
cmr36aeh80c73v16z8s0eeadr,cmr36aegt0c6sv16zguv4id1c,陈默聚会干扰,陈默发消息提醒聚会，干扰伏笔推进。,pending_payoff,cmr24zod001scv16zh2hhfj2q,,2026-07-02T07:18:14.732+00:00,2026-07-02T07:18:14.732+00:00
cmr36ggio0c9kv16z3x9z7drr,cmr36ggif0c9hv16zzkjv2nfi,信任危机与隐瞒真相,阿条通过发送绝情短信和删除所有记录，让信任彻底死亡，此伏笔兑现。,paid_off,cmr24zod201sdv16zyjm3gz4z,,2026-07-02T07:22:57.312+00:00,2026-07-02T07:22:57.312+00:00
cmr8kfzkg0d22v16zwozxnpzn,cmr8kfzjv0d1wv16z18hprr9b,终将暴露的预感,本章零交流被同事察觉，暴露危险加大。,pending_payoff,cmr24zod001scv16zh2hhfj2q,,2026-07-06T01:53:20.848+00:00,2026-07-06T01:53:20.848+00:00
cmr8kfzkg0d23v16zoykz9bhv,cmr8kfzjv0d1wv16z18hprr9b,强制合作暴露危机,零交流状态使得强制合作机制失效，暴露风险上升。,pending_payoff,cmr24zocd01s0v16zaocty107,,2026-07-06T01:53:20.848+00:00,2026-07-06T01:53:20.848+00:00
cmr8kfzkg0d24v16zi6v5k5x0,cmr8kfzjv0d1wv16z18hprr9b,陈默聚会干扰,陈默发来聚会时间地点，干扰因素即将在周六发生。,pending_payoff,cmr24zod001scv16zh2hhfj2q,,2026-07-06T01:53:20.848+00:00,2026-07-06T01:53:20.848+00:00
cmr8kkw820d4gv16z3789yvcr,cmr8kkw7m0d4cv16z5s67dhfm,强制合作暴露危机,团建通知强化暴露风险，随机分组和同住使零交流难以为继。,pending_payoff,cmr24zod601sfv16zz52rk4y9,,2026-07-06T01:57:09.794+00:00,2026-07-06T01:57:09.794+00:00
cmr8ktuc70d6xv16zuei6edyi,cmr8ktubn0d6qv16zm30pynbs,强制合作暴露危机,团建补充通知禁止调组、手机静音和通话，进一步锁死回避可能，暴露危机变得触手可及。,pending_payoff,cmr24zod601sfv16zz52rk4y9,,2026-07-06T02:04:07.255+00:00,2026-07-06T02:04:07.255+00:00
cmr8l12z50d9xv16z8e37xapk,cmr8l12yw0d9qv16z0tx8ms6j,团建暴露危机,自主组队和随机住宿规则加大了密闭空间内秘密关系暴露的可能性。,pending_payoff,cmr252pef0210v16zltbhbtdh,,2026-07-06T02:09:45.040+00:00,2026-07-06T02:09:45.040+00:00
cmr8lamud0dcnv16z2zpiec61,cmr8lamty0dcev16zjzob7599,阿力真实态度,通过陈默和手机记录揭示阿力在考虑跳槽，但真实动机仍不明确。,pending_payoff,cmr252peh0211v16zss2kflem,,2026-07-06T02:17:10.693+00:00,2026-07-06T02:17:10.693+00:00
cmr8lamud0dcov16zdzap25df,cmr8lamty0dcev16zjzob7599,第一次信任危机深化,阿条发现阿力可能先于自己找退路，信任再次受创。,pending_payoff,cmr252peh0211v16zss2kflem,,2026-07-06T02:17:10.693+00:00,2026-07-06T02:17:10.693+00:00
cmr8lamud0dcpv16zh8kdrcnf,cmr8lamty0dcev16zjzob7599,团建暴露危机,分组确定不同组，但晚间同厅增加直接接触的风险，阿条计划穿红裙吸引注意。,pending_payoff,cmr252peh0211v16zss2kflem,,2026-07-06T02:17:10.693+00:00,2026-07-06T02:17:10.693+00:00
cmr8lamud0dcqv16zlv73an76,cmr8lamty0dcev16zjzob7599,陈默聚会干扰,阿条通过陈默证实关键信息，聚会将可能进一步改变局面。,pending_payoff,cmr252peh0211v16zss2kflem,,2026-07-06T02:17:10.693+00:00,2026-07-06T02:17:10.693+00:00
cmr8lamud0dcrv16z5wjnxcjn,cmr8lamty0dcev16zjzob7599,阿条新目标：红裙试探,阿条设定最终试探计划，穿红裙在团建晚会上测试阿力反应。,setup,cmr252peh0211v16zss2kflem,,2026-07-06T02:17:10.693+00:00,2026-07-06T02:17:10.693+00:00
cmr8lamud0dcsv16z8v0qdta6,cmr8lamty0dcev16zjzob7599,阿力新目标：跳槽准备,阿力可能已在寻找新工作，为关系破裂后离职做准备。,hinted,cmr252peh0211v16zss2kflem,,2026-07-06T02:17:10.693+00:00,2026-07-06T02:17:10.693+00:00
cmr8ljtlb0dfhv16zpbhv4mug,cmr8ljtl10dfcv16zselcftc2,红裙试探,阿条通过试穿红裙并折入箱底的仪式，确立主动审判者姿态，明日团建将实施试探。,pending_payoff,cmr252peh0211v16zss2kflem,cmr252pek0213v16zuwcfd0ck,2026-07-06T02:24:19.343+00:00,2026-07-06T02:24:19.343+00:00
cmr8ljtlb0dfiv16zuq3pd0ey,cmr8ljtl10dfcv16zselcftc2,阿力真实态度,阿力真实感情态度仍模糊，团建中阿条穿红裙可能引发他真实反应。,pending_payoff,cmr252peh0211v16zss2kflem,cmr252pek0213v16zuwcfd0ck,2026-07-06T02:24:19.343+00:00,2026-07-06T02:24:19.343+00:00
cmr8ljtlb0dfjv16z2d183s73,cmr8ljtl10dfcv16zselcftc2,团建暴露危机,阿条红裙将直接面对阿力，加剧公开暴露风险。,pending_payoff,cmr252ped020zv16zhk3ez4ic,cmr252pek0213v16zuwcfd0ck,2026-07-06T02:24:19.343+00:00,2026-07-06T02:24:19.343+00:00
cmr8lt4i30diqv16z7a447n2z,cmr8lt4hp0dinv16ztw5fne9q,团队建设暴露危机,阿条房间紧邻阿力，拼房即将揭晓，私密空间压迫急剧增强。,pending_payoff,cmr252pei0212v16zr43naa61,,2026-07-06T02:31:33.387+00:00,2026-07-06T02:31:33.387+00:00
cmr8lt4i40dirv16z3wo1i2yi,cmr8lt4hp0dinv16ztw5fne9q,红裙试探,阿条已携红裙到达基地，但因阿力单人间和自身房间相邻的冲击，试探行动延后，物品仍存。,pending_payoff,cmr252pek0213v16zuwcfd0ck,,2026-07-06T02:31:33.387+00:00,2026-07-06T02:31:33.387+00:00
cmr8lt4i40disv16zk6ueamai,cmr8lt4hp0dinv16ztw5fne9q,阿力真实态度,阿力当众宣称单人间，完全断绝同事合住可能，坐实其彻底回避的姿态。,pending_payoff,cmr252pek0213v16zuwcfd0ck,,2026-07-06T02:31:33.387+00:00,2026-07-06T02:31:33.387+00:00
cmr8lt4i40ditv16zqxmw3o6q,cmr8lt4hp0dinv16ztw5fne9q,阿力单人间之谜,阿力以“特殊原因”申请到单人间，该原因未说明，为后续埋下钩子。,hinted,cmr252pek0213v16zuwcfd0ck,,2026-07-06T02:31:33.387+00:00,2026-07-06T02:31:33.387+00:00
